categories,id_event,latitude,longitude,timeslot
"Materiali speciali,Product Design",1404,45.478488,9.1885166,3
"Altro,Architettura,Arredo,Arte,Bagno,Esterni,Living,Product Design",812,45.478488,9.1885166,1
"Altro,Architettura,Arredo,Arte,Bagno,Esterni,Living,Product Design",812,45.478488,9.1885166,2
"Altro,Architettura,Arredo,Arte,Bagno,Esterni,Living,Product Design",812,45.478488,9.1885166,3
"Arredo,Illuminazione,Living,Product Design",36,45.4789911,9.1790435,1
"Arredo,Illuminazione,Living,Product Design",36,45.4789911,9.1790435,2
"Arredo,Illuminazione,Living,Product Design",36,45.4789911,9.1790435,3
"Giochi, giocattoli,Product Design",1041,45.483798,9.174087,2
"Giochi, giocattoli,Product Design",1041,45.483798,9.174087,1
"Food & beverage,Product Design,Tecnologia",866,45.4788808,9.242973,1
"Food & beverage,Product Design,Tecnologia",866,45.4788808,9.242973,2
"Food & beverage,Product Design,Tecnologia",866,45.4788808,9.242973,3
"Food & beverage,Product Design,Tecnologia",866,45.4788808,9.242973,0
"Cucina,Food & beverage",873,45.4788808,9.242973,1
"Cucina,Food & beverage",873,45.4788808,9.242973,2
"Cucina,Food & beverage",873,45.4788808,9.242973,3
"Architettura,Arte,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",968,45.4840408,9.2434883,1
"Architettura,Arte,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",968,45.4840408,9.2434883,2
"Architettura,Arte,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",968,45.4840408,9.2434883,3
"Altro,Architettura,Esterni,Installazioni,Materiali speciali,Product Design",1014,45.4840408,9.2434883,1
"Altro,Architettura,Esterni,Installazioni,Materiali speciali,Product Design",1014,45.4840408,9.2434883,2
"Altro,Architettura,Esterni,Installazioni,Materiali speciali,Product Design",1014,45.4840408,9.2434883,3
"Arredo,Illuminazione,Installazioni,Living,Product Design,Tecnologia",632,45.4840408,9.2434883,1
"Arredo,Illuminazione,Installazioni,Living,Product Design,Tecnologia",632,45.4840408,9.2434883,2
"Arredo,Illuminazione,Installazioni,Living,Product Design,Tecnologia",632,45.4840408,9.2434883,3
"Altro,Arte,Product Design",1303,45.4841916,9.2448054,0
"Altro,Arte,Product Design",1303,45.4841916,9.2448054,1
"Altro,Arte,Product Design",1303,45.4841916,9.2448054,2
"Altro,Arte,Product Design",1303,45.4841916,9.2448054,3
Arredo,1143,45.4841916,9.2448054,1
Arredo,1143,45.4841916,9.2448054,2
Arredo,1143,45.4841916,9.2448054,3
Product Design,1013,45.4841916,9.2448054,1
Product Design,1013,45.4841916,9.2448054,2
Product Design,1013,45.4841916,9.2448054,3
"Altro,Arredo,Grafica,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1156,45.4841916,9.2448054,0
"Altro,Arredo,Grafica,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1156,45.4841916,9.2448054,1
"Altro,Arredo,Grafica,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1156,45.4841916,9.2448054,2
"Altro,Arredo,Grafica,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1156,45.4841916,9.2448054,3
"Arredo,Installazioni",850,45.4841916,9.2448054,1
"Arredo,Installazioni",850,45.4841916,9.2448054,2
"Arredo,Installazioni",850,45.4841916,9.2448054,3
"Altro,Installazioni,Tecnologia",959,45.4838791,9.2439323,1
"Altro,Installazioni,Tecnologia",959,45.4838791,9.2439323,2
"Altro,Installazioni,Tecnologia",959,45.4838791,9.2439323,3
"Arredo,Living,Product Design",1224,45.4816634,9.2461217,1
"Arredo,Living,Product Design",1224,45.4816634,9.2461217,2
"Arredo,Living,Product Design",1224,45.4816634,9.2461217,3
"Installazioni,Tecnologia",1592,45.4816634,9.2461217,1
"Installazioni,Tecnologia",1592,45.4816634,9.2461217,2
"Installazioni,Tecnologia",1592,45.4816634,9.2461217,3
"Arredo,Living,Product Design",1289,45.4816634,9.2461217,1
"Arredo,Living,Product Design",1289,45.4816634,9.2461217,2
"Arredo,Living,Product Design",1289,45.4816634,9.2461217,3
"Altro,Arredo,Arte,Illuminazione,Living,Materiali speciali,Party,Product Design",25,45.4816634,9.2461217,1
"Altro,Arredo,Arte,Illuminazione,Living,Materiali speciali,Party,Product Design",25,45.4816634,9.2461217,2
"Altro,Arredo,Arte,Illuminazione,Living,Materiali speciali,Party,Product Design",25,45.4816634,9.2461217,3
"Altro,Architettura,Arredo,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1064,45.4816634,9.2461217,1
"Altro,Architettura,Arredo,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1064,45.4816634,9.2461217,2
"Altro,Architettura,Arredo,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1064,45.4816634,9.2461217,3
"Altro,Architettura,Arredo,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1064,45.4816634,9.2461217,0
"Esterni,Product Design",604,45.4693909,9.1868108,3
"Esterni,Installazioni,Product Design",1360,45.4906783,9.2207239,3
"Esterni,Installazioni,Product Design",1360,45.4906783,9.2207239,1
"Esterni,Installazioni,Product Design",1360,45.4906783,9.2207239,2
"Altro,Architettura,Arredo,Conferenze, workshop,Cucina,Esterni,Living,Materiali speciali,Product Design,Tecnologia",973,45.4811105,9.1559544,1
"Altro,Architettura,Arredo,Conferenze, workshop,Cucina,Esterni,Living,Materiali speciali,Product Design,Tecnologia",973,45.4811105,9.1559544,2
"Altro,Architettura,Arredo,Conferenze, workshop,Cucina,Esterni,Living,Materiali speciali,Product Design,Tecnologia",973,45.4811105,9.1559544,3
"Altro,Architettura,Arredo,Conferenze, workshop,Cucina,Esterni,Living,Materiali speciali,Product Design,Tecnologia",973,45.4811105,9.1559544,0
"Architettura,Arredo,Bagno,Conferenze, workshop,Cucina,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",580,45.4811105,9.1559544,1
"Architettura,Arredo,Bagno,Conferenze, workshop,Cucina,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",580,45.4811105,9.1559544,2
"Architettura,Arredo,Bagno,Conferenze, workshop,Cucina,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",580,45.4811105,9.1559544,3
Cucina,1161,45.4724338,9.2101802,1
Cucina,1161,45.4724338,9.2101802,2
Cucina,1161,45.4724338,9.2101802,3
"Architettura,Arredo,Bagno,Living",949,45.4702151,9.2070581,3
,1103,45.483241,9.23597,0
,1103,45.483241,9.23597,1
,1103,45.483241,9.23597,2
,1103,45.483241,9.23597,3
"Arte,Moda,Gioielli,Party",96,45.4529404,9.1666802,1
"Arte,Moda,Gioielli,Party",96,45.4529404,9.1666802,2
"Arte,Moda,Gioielli,Party",96,45.4529404,9.1666802,3
"Arte,Bagno,Installazioni,Materiali speciali,Party,Product Design",1616,45.453617,9.1593196,1
"Arte,Bagno,Installazioni,Materiali speciali,Party,Product Design",1616,45.453617,9.1593196,2
"Arte,Bagno,Installazioni,Materiali speciali,Party,Product Design",1616,45.453617,9.1593196,3
Bagno,867,45.4750096,9.1870127,1
Bagno,867,45.4750096,9.1870127,2
Bagno,867,45.4750096,9.1870127,3
"Arredo,Living",99,45.4683816,9.1958373,1
"Arredo,Living",99,45.4683816,9.1958373,2
"Arredo,Living",99,45.4683816,9.1958373,3
"Conferenze, workshop,Illuminazione",1179,45.4714509,9.1844023,1
"Conferenze, workshop,Illuminazione",1179,45.4714509,9.1844023,2
"Architettura,Arredo,Cucina,Materiali speciali",1141,45.4627515,9.193942800000002,1
"Architettura,Arredo,Cucina,Materiali speciali",1141,45.4627515,9.193942800000002,2
"Architettura,Arredo,Cucina,Materiali speciali",1141,45.4627515,9.193942800000002,3
"Arredo,Arte,Gioielli,Illuminazione",874,45.4542644,9.167437,1
"Arredo,Arte,Gioielli,Illuminazione",874,45.4542644,9.167437,2
"Arredo,Arte,Gioielli,Illuminazione",874,45.4542644,9.167437,3
"Architettura,Arredo,Grafica,Product Design",1583,45.4513327,9.203064,3
"Arte,Illuminazione,Product Design",838,45.482237,9.240127,1
"Arte,Illuminazione,Product Design",838,45.482237,9.240127,2
"Arte,Illuminazione,Product Design",838,45.482237,9.240127,3
"Arte,Illuminazione,Product Design",838,45.482237,9.240127,0
"Arredo,Product Design",1094,45.482237,9.240127,0
"Arredo,Product Design",1094,45.482237,9.240127,1
"Arredo,Product Design",1094,45.482237,9.240127,2
"Arredo,Product Design",1094,45.482237,9.240127,3
"Altro,Food & beverage",1607,45.482237,9.240127,1
"Altro,Food & beverage",1607,45.482237,9.240127,2
"Altro,Food & beverage",1607,45.482237,9.240127,3
"Altro,Food & beverage",1607,45.482237,9.240127,0
"Architettura,Arredo,Arte,Moda,Food & beverage,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",1627,45.482237,9.240127,1
"Architettura,Arredo,Arte,Moda,Food & beverage,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",1627,45.482237,9.240127,2
"Architettura,Arredo,Arte,Moda,Food & beverage,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",1627,45.482237,9.240127,3
"Arte,Moda,Food & beverage,Grafica,Installazioni,Materiali speciali",1625,45.482237,9.240127,1
"Arte,Moda,Food & beverage,Grafica,Installazioni,Materiali speciali",1625,45.482237,9.240127,2
"Arte,Moda,Food & beverage,Grafica,Installazioni,Materiali speciali",1625,45.482237,9.240127,3
"Arte,Moda,Food & beverage,Grafica,Installazioni,Materiali speciali",1625,45.482237,9.240127,0
"Altro,Arte,Gioielli,Product Design",82,45.4723771,9.1829,1
"Altro,Arte,Gioielli,Product Design",82,45.4723771,9.1829,2
"Altro,Arte,Gioielli,Product Design",82,45.4723771,9.1829,3
"Architettura,Arredo,Arte,Illuminazione,Installazioni,Living,Product Design,Tecnologia",894,45.480216,9.2028765,1
"Architettura,Arredo,Arte,Illuminazione,Installazioni,Living,Product Design,Tecnologia",894,45.480216,9.2028765,2
"Architettura,Arredo,Arte,Illuminazione,Installazioni,Living,Product Design,Tecnologia",894,45.480216,9.2028765,3
"Arte,Installazioni,Product Design",1054,45.4668418,9.1989609,0
"Arte,Installazioni,Product Design",1054,45.4668418,9.1989609,1
"Arte,Installazioni,Product Design",1054,45.4668418,9.1989609,2
"Arte,Installazioni,Product Design",1054,45.4668418,9.1989609,3
"Arredo,Living",1564,45.467465,9.2004317,1
"Arredo,Living",1564,45.467465,9.2004317,2
"Arredo,Living",1564,45.467465,9.2004317,3
"Architettura,Arredo,Living",1566,45.467465,9.2004317,1
"Architettura,Arredo,Living",1566,45.467465,9.2004317,2
"Architettura,Arredo,Living",1566,45.467465,9.2004317,3
"Altro,Arredo,Arte,Moda,Gioielli",1126,45.452551,9.1651877,1
"Altro,Arredo,Arte,Moda,Gioielli",1126,45.452551,9.1651877,2
"Altro,Arredo,Arte,Moda,Gioielli",1126,45.452551,9.1651877,3
"Architettura,Giochi, giocattoli,Installazioni",1003,45.4577689,9.1720783,1
"Architettura,Giochi, giocattoli,Installazioni",1003,45.4577689,9.1720783,2
"Architettura,Giochi, giocattoli,Installazioni",1003,45.4577689,9.1720783,3
"Altro,Product Design",851,45.4759904,9.2070601,1
"Altro,Product Design",851,45.4759904,9.2070601,2
"Altro,Product Design",851,45.4759904,9.2070601,3
"Arredo,Food & beverage,Living,Party,Product Design",1311,45.4836427,9.1719997,3
"Altro,Arte,Food & beverage,Gioielli,Installazioni",1092,45.4559494,9.162599,1
"Altro,Arte,Food & beverage,Gioielli,Installazioni",1092,45.4559494,9.162599,2
"Altro,Arte,Food & beverage,Gioielli,Installazioni",1092,45.4559494,9.162599,3
"Architettura,Arredo,Living,Product Design",77,45.4778411,9.1881534,1
"Architettura,Arredo,Living,Product Design",77,45.4778411,9.1881534,2
"Architettura,Arredo,Living,Product Design",77,45.4778411,9.1881534,3
"Architettura,Arredo,Bagno,Cucina,Esterni,Materiali speciali,Product Design",747,45.4778411,9.1881534,1
"Architettura,Arredo,Bagno,Cucina,Esterni,Materiali speciali,Product Design",747,45.4778411,9.1881534,2
"Architettura,Arredo,Bagno,Cucina,Esterni,Materiali speciali,Product Design",747,45.4778411,9.1881534,3
"Arredo,Conferenze, workshop,Grafica,Product Design,Tecnologia",1320,45.4505316,9.1572246,1
"Arredo,Conferenze, workshop,Grafica,Product Design,Tecnologia",1320,45.4505316,9.1572246,2
"Altro,Arte,Party,Product Design",1042,45.49436,9.1866602,2
"Altro,Arte,Party,Product Design",1042,45.49436,9.1866602,3
"Arredo,Materiali speciali,Party",1069,45.46863,9.2042,3
"Arredo,Arte,Cucina,Moda,Food & beverage,Gioielli,Party",892,45.4803653,9.1874776,3
"Arredo,Arte,Cucina,Moda,Food & beverage,Gioielli,Party",892,45.4803653,9.1874776,2
Arte,1217,45.456442,9.1688119,3
Arte,1217,45.456442,9.1688119,1
Arte,1217,45.456442,9.1688119,2
"Gioielli,Product Design",609,45.4617604,9.1824403,1
"Gioielli,Product Design",609,45.4617604,9.1824403,2
"Gioielli,Product Design",609,45.4617604,9.1824403,3
Product Design,1374,45.4617604,9.1824403,1
Product Design,1374,45.4617604,9.1824403,2
Product Design,1374,45.4617604,9.1824403,3
"Arte,Materiali speciali,Product Design",1641,45.4617604,9.1824403,1
"Arte,Materiali speciali,Product Design",1641,45.4617604,9.1824403,2
"Arte,Materiali speciali,Product Design",1641,45.4617604,9.1824403,3
Materiali speciali,986,45.453714,9.1627682,1
Materiali speciali,986,45.453714,9.1627682,2
Materiali speciali,986,45.453714,9.1627682,3
"Altro,Arte,Installazioni,Product Design",943,45.4791737,9.2031939,1
"Altro,Arte,Installazioni,Product Design",943,45.4791737,9.2031939,2
"Altro,Arte,Installazioni,Product Design",943,45.4791737,9.2031939,3
"Altro,Arte,Gioielli",950,45.4748344,9.2076002,1
"Altro,Arte,Gioielli",950,45.4748344,9.2076002,2
"Altro,Arte,Gioielli",950,45.4748344,9.2076002,3
"Architettura,Arredo,Bagno,Esterni,Installazioni,Living,Product Design",956,45.470036,9.1823429,0
"Architettura,Arredo,Bagno,Esterni,Installazioni,Living,Product Design",956,45.470036,9.1823429,3
"Arredo,Moda,Installazioni",1598,45.4718294,9.194902699999998,3
"Arte,Grafica",1329,45.4566875,9.1842856,3
"Food & beverage,Party,Product Design",1128,45.4566875,9.1842856,0
"Food & beverage,Party,Product Design",1128,45.4566875,9.1842856,3
"Architettura,Arredo,Arte,Installazioni,Living,Product Design",899,45.47319,9.19001,1
"Architettura,Arredo,Arte,Installazioni,Living,Product Design",899,45.47319,9.19001,2
"Architettura,Arredo,Arte,Installazioni,Living,Product Design",899,45.47319,9.19001,3
"Arredo,Arte,Party,Product Design",1271,45.4733569,9.1949261,3
"Arredo,Arte,Party,Product Design",1271,45.4733569,9.1949261,1
"Arredo,Arte,Party,Product Design",1271,45.4733569,9.1949261,2
Illuminazione,1496,45.45488,9.19896,1
Illuminazione,1496,45.45488,9.19896,2
Illuminazione,1496,45.45488,9.19896,3
"Arredo,Living,Product Design",569,45.4729501,9.2063767,1
"Arredo,Living,Product Design",569,45.4729501,9.2063767,2
"Arredo,Living,Product Design",569,45.4729501,9.2063767,3
Moda,644,45.4753874,9.185339,3
"Architettura,Arredo,Arte,Bagno,Cucina,Living,Materiali speciali,Product Design",1606,45.45772,9.20723,1
"Architettura,Arredo,Arte,Bagno,Cucina,Living,Materiali speciali,Product Design",1606,45.45772,9.20723,2
"Architettura,Arredo,Arte,Bagno,Cucina,Living,Materiali speciali,Product Design",1606,45.45772,9.20723,3
"Arte,Moda",1513,45.467112,9.2007965,1
"Arte,Moda",1513,45.467112,9.2007965,2
"Arte,Moda",1513,45.467112,9.2007965,3
"Architettura,Arredo,Arte,Conferenze, workshop,Cucina,Moda,Food & beverage,Party,Tecnologia",1008,45.45247970000001,9.1669884,0
"Architettura,Arredo,Arte,Conferenze, workshop,Cucina,Moda,Food & beverage,Party,Tecnologia",1008,45.45247970000001,9.1669884,1
"Architettura,Arredo,Arte,Conferenze, workshop,Cucina,Moda,Food & beverage,Party,Tecnologia",1008,45.45247970000001,9.1669884,2
"Architettura,Arredo,Arte,Conferenze, workshop,Cucina,Moda,Food & beverage,Party,Tecnologia",1008,45.45247970000001,9.1669884,3
"Architettura,Arredo,Living,Party,Product Design",1006,45.45247970000001,9.1669884,1
"Architettura,Arredo,Living,Party,Product Design",1006,45.45247970000001,9.1669884,2
"Architettura,Arredo,Living,Party,Product Design",1006,45.45247970000001,9.1669884,3
"Arte,Installazioni",1095,45.4795229,9.2426978,2
"Arte,Installazioni",1095,45.4795229,9.2426978,3
"Arte,Installazioni",1095,45.4795229,9.2426978,0
"Arte,Installazioni",1095,45.4795229,9.2426978,1
"Arredo,Esterni",1249,45.4722803,9.1849639,1
"Arredo,Esterni",1249,45.4722803,9.1849639,2
"Arredo,Esterni",1249,45.4722803,9.1849639,3
"Architettura,Arredo,Cucina,Moda,Product Design",248,45.4715179,9.1907218,1
"Architettura,Arredo,Cucina,Moda,Product Design",248,45.4715179,9.1907218,2
"Architettura,Arredo,Cucina,Moda,Product Design",248,45.4715179,9.1907218,3
"Architettura,Cucina,Moda,Product Design",734,45.4715179,9.1907218,1
"Architettura,Cucina,Moda,Product Design",734,45.4715179,9.1907218,2
"Architettura,Cucina,Moda,Product Design",734,45.4715179,9.1907218,3
"Arredo,Product Design",62,45.462751,9.1939772,1
"Arredo,Product Design",62,45.462751,9.1939772,2
"Arredo,Product Design",62,45.462751,9.1939772,3
"Arredo,Cucina,Installazioni,Party,Product Design",63,45.462751,9.1939772,3
Product Design,645,45.4717874,9.1956323,1
Product Design,645,45.4717874,9.1956323,2
Product Design,645,45.4717874,9.1956323,3
"Altro,Arredo,Installazioni,Living,Product Design,Tecnologia",1129,45.4622644,9.183442,1
"Altro,Arredo,Installazioni,Living,Product Design,Tecnologia",1129,45.4622644,9.183442,2
"Altro,Arredo,Installazioni,Living,Product Design,Tecnologia",1129,45.4622644,9.183442,3
"Altro,Arredo,Installazioni,Living,Product Design,Tecnologia",1129,45.4622644,9.183442,0
"Arredo,Gioielli,Living",1469,45.4700153,9.1948774,0
"Arredo,Gioielli,Living",1469,45.4700153,9.1948774,1
"Arredo,Gioielli,Living",1469,45.4700153,9.1948774,2
"Arredo,Gioielli,Living",1469,45.4700153,9.1948774,3
,642,45.4700004,9.1970196,1
,642,45.4700004,9.1970196,2
,642,45.4700004,9.1970196,3
"Arredo,Gioielli,Illuminazione,Party",1480,45.467465,9.2004317,1
"Arredo,Gioielli,Illuminazione,Party",1480,45.467465,9.2004317,2
"Arredo,Gioielli,Illuminazione,Party",1480,45.467465,9.2004317,3
"Bagno,Product Design",1176,45.4515503,9.1616272,1
"Bagno,Product Design",1176,45.4515503,9.1616272,2
"Bagno,Product Design",1176,45.4515503,9.1616272,3
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design",994,45.4515503,9.1616272,0
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design",994,45.4515503,9.1616272,1
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design",994,45.4515503,9.1616272,2
"Architettura,Arredo,Installazioni,Materiali speciali,Product Design",994,45.4515503,9.1616272,3
"Arredo,Arte,Installazioni",537,45.4580971,9.1789338,1
"Arredo,Arte,Installazioni",537,45.4580971,9.1789338,2
"Arredo,Arte,Installazioni",537,45.4580971,9.1789338,3
"Altro,Arredo",58,45.4953034,9.1750311,1
"Altro,Arredo",58,45.4953034,9.1750311,2
"Altro,Arredo",58,45.4953034,9.1750311,3
"Arredo,Arte,Moda,Gioielli,Materiali speciali,Product Design",1608,45.4510205,9.2035493,2
"Arredo,Arte,Moda,Gioielli,Materiali speciali,Product Design",1608,45.4510205,9.2035493,3
"Arredo,Grafica,Installazioni,Product Design",678,45.490243,9.222546,3
"Food & beverage,Product Design",1588,45.4733569,9.1949261,1
"Food & beverage,Product Design",1588,45.4733569,9.1949261,2
"Food & beverage,Product Design",1588,45.4733569,9.1949261,3
"Architettura,Arredo,Arte,Conferenze, workshop,Food & beverage,Grafica,Installazioni,Party",26,45.4615371,9.1746068,1
"Architettura,Arredo,Arte,Conferenze, workshop,Food & beverage,Grafica,Installazioni,Party",26,45.4615371,9.1746068,2
"Architettura,Arredo,Arte,Conferenze, workshop,Food & beverage,Grafica,Installazioni,Party",26,45.4615371,9.1746068,3
"Arredo,Bagno,Cucina,Living,Product Design",27,45.47735220000001,9.148632199999998,3
"Architettura,Bagno,Product Design",30,45.4727679,9.1864055,1
"Architettura,Bagno,Product Design",30,45.4727679,9.1864055,2
"Architettura,Bagno,Product Design",30,45.4727679,9.1864055,3
"Arredo,Bagno,Living,Party,Product Design",1245,45.4727679,9.1864055,3
"Arredo,Bagno,Living,Party,Product Design",1245,45.4727679,9.1864055,1
"Arredo,Bagno,Living,Party,Product Design",1245,45.4727679,9.1864055,2
"Installazioni,Party",65,45.4689101,9.1981491,1
"Installazioni,Party",65,45.4689101,9.1981491,2
"Installazioni,Party",65,45.4689101,9.1981491,3
"Architettura,Arredo,Cucina,Materiali speciali,Product Design",33,45.4741986,9.1870616,1
"Architettura,Arredo,Cucina,Materiali speciali,Product Design",33,45.4741986,9.1870616,2
"Architettura,Arredo,Cucina,Materiali speciali,Product Design",33,45.4741986,9.1870616,3
Materiali speciali,886,45.4741986,9.1870616,1
Materiali speciali,886,45.4741986,9.1870616,2
Materiali speciali,886,45.4741986,9.1870616,3
"Arredo,Living",35,45.4695003,9.2000552,1
"Arredo,Living",35,45.4695003,9.2000552,2
"Arredo,Living",35,45.4695003,9.2000552,3
"Architettura,Bagno,Product Design",38,45.4525006,9.2090347,1
"Architettura,Bagno,Product Design",38,45.4525006,9.2090347,2
"Architettura,Bagno,Product Design",38,45.4525006,9.2090347,3
"Architettura,Arredo,Bagno,Product Design",1398,45.4525006,9.2090347,1
"Architettura,Arredo,Bagno,Product Design",1398,45.4525006,9.2090347,2
"Architettura,Arredo,Bagno,Product Design",1398,45.4525006,9.2090347,3
"Arte,Moda,Party",41,45.4581104,9.1858156,3
"Esterni,Living,Product Design",45,45.4696061,9.18812,1
"Esterni,Living,Product Design",45,45.4696061,9.18812,2
"Esterni,Living,Product Design",45,45.4696061,9.18812,3
"Arte,Grafica",46,45.4524451,9.1483884,3
"Arte,Grafica",46,45.4524451,9.1483884,1
"Arte,Grafica",46,45.4524451,9.1483884,2
"Arte,Grafica",1376,45.4524451,9.1483884,1
"Arte,Grafica",1376,45.4524451,9.1483884,2
"Arte,Grafica",1376,45.4524451,9.1483884,3
"Arte,Grafica",1376,45.4524451,9.1483884,0
"Arredo,Arte,Moda,Living,Materiali speciali,Party,Product Design",49,45.4627001,9.1832805,1
"Arredo,Arte,Moda,Living,Materiali speciali,Party,Product Design",49,45.4627001,9.1832805,2
"Arredo,Arte,Moda,Living,Materiali speciali,Party,Product Design",49,45.4627001,9.1832805,3
"Cucina,Product Design,Tecnologia",50,45.453146,9.1669629,2
"Cucina,Product Design,Tecnologia",50,45.453146,9.1669629,3
"Cucina,Product Design,Tecnologia",50,45.453146,9.1669629,1
Product Design,591,45.453146,9.1669629,1
Product Design,591,45.453146,9.1669629,2
Product Design,591,45.453146,9.1669629,3
"Altro,Arredo",56,45.4552199,9.195673,1
"Altro,Arredo",56,45.4552199,9.195673,2
"Altro,Arredo",56,45.4552199,9.195673,3
"Architettura,Arredo,Arte,Food & beverage,Illuminazione,Party,Product Design",48,45.4630186,9.196327,2
"Architettura,Arredo,Arte,Food & beverage,Illuminazione,Party,Product Design",48,45.4630186,9.196327,3
Arredo,91,45.4703568,9.183691,1
Arredo,91,45.4703568,9.183691,2
Arredo,91,45.4703568,9.183691,3
Arredo,1276,45.4601863,9.1888088,1
Arredo,1276,45.4601863,9.1888088,2
Arredo,1276,45.4601863,9.1888088,3
"Architettura,Arredo,Arte,Food & beverage,Illuminazione,Installazioni,Materiali speciali",59,45.462405,9.221707,2
"Architettura,Arredo,Arte,Food & beverage,Illuminazione,Installazioni,Materiali speciali",59,45.462405,9.221707,3
"Moda,Installazioni,Party",53,45.5011511,9.1380724,3
"Arredo,Arte,Installazioni",60,45.4690942,9.1828492,1
"Arredo,Arte,Installazioni",60,45.4690942,9.1828492,2
"Arredo,Arte,Installazioni",60,45.4690942,9.1828492,3
"Architettura,Arredo,Installazioni,Product Design",61,45.4690942,9.1828492,1
"Architettura,Arredo,Installazioni,Product Design",61,45.4690942,9.1828492,2
"Architettura,Arredo,Installazioni,Product Design",61,45.4690942,9.1828492,3
"Architettura,Arredo,Installazioni,Product Design",61,45.4690942,9.1828492,0
"Arte,Installazioni",66,45.4823348,9.1762564,1
"Arte,Installazioni",66,45.4823348,9.1762564,2
"Arredo,Esterni",68,45.460411,9.1646112,1
"Arredo,Esterni",68,45.460411,9.1646112,2
"Arredo,Esterni",68,45.460411,9.1646112,3
"Arredo,Product Design",76,45.45342,9.1648,0
"Arredo,Product Design",76,45.45342,9.1648,1
"Arredo,Product Design",76,45.45342,9.1648,2
"Arredo,Product Design",76,45.45342,9.1648,3
"Architettura,Arte,Product Design",78,45.4786311,9.188462199999998,1
"Architettura,Arte,Product Design",78,45.4786311,9.188462199999998,2
"Architettura,Arte,Product Design",78,45.4786311,9.188462199999998,3
"Architettura,Arte,Product Design",687,45.4786311,9.188462199999998,1
"Architettura,Arte,Product Design",687,45.4786311,9.188462199999998,2
"Architettura,Arte,Product Design",687,45.4786311,9.188462199999998,3
"Architettura,Arte,Esterni",81,45.441546,9.1758337,2
"Architettura,Arte,Esterni",81,45.441546,9.1758337,1
"Architettura,Arte,Esterni",81,45.441546,9.1758337,3
Product Design,85,45.4547624,9.178316699999998,1
Product Design,85,45.4547624,9.178316699999998,2
Product Design,85,45.4547624,9.178316699999998,3
"Arredo,Arte,Moda,Gioielli,Illuminazione,Installazioni,Living,Product Design",555,45.45293,9.16657,1
"Arredo,Arte,Moda,Gioielli,Illuminazione,Installazioni,Living,Product Design",555,45.45293,9.16657,2
"Arredo,Arte,Moda,Gioielli,Illuminazione,Installazioni,Living,Product Design",555,45.45293,9.16657,3
"Arredo,Moda,Giochi, giocattoli,Gioielli,Grafica,Illuminazione,Installazioni,Product Design",86,45.5041888,9.1668995,1
"Arredo,Moda,Giochi, giocattoli,Gioielli,Grafica,Illuminazione,Installazioni,Product Design",86,45.5041888,9.1668995,2
"Arredo,Moda,Giochi, giocattoli,Gioielli,Grafica,Illuminazione,Installazioni,Product Design",86,45.5041888,9.1668995,3
"Altro,Arte,Bagno,Installazioni,Living,Party",87,45.456793,9.183733,3
"Arredo,Arte,Installazioni",88,45.4822096,9.1817989,3
"Arredo,Arte,Installazioni",88,45.4822096,9.1817989,1
"Arredo,Arte,Installazioni",88,45.4822096,9.1817989,2
Gioielli,90,45.4686382,9.1915023,1
Gioielli,90,45.4686382,9.1915023,2
Gioielli,90,45.4686382,9.1915023,3
"Arte,Installazioni",854,45.4563494,9.166797,2
"Arte,Installazioni",854,45.4563494,9.166797,3
"Arte,Installazioni",854,45.4563494,9.166797,1
"Moda,Gioielli,Illuminazione,Product Design",92,45.45137370000001,9.1722148,1
"Moda,Gioielli,Illuminazione,Product Design",92,45.45137370000001,9.1722148,2
"Moda,Gioielli,Illuminazione,Product Design",92,45.45137370000001,9.1722148,3
"Arte,Food & beverage,Installazioni",563,45.4612081,9.1894439,1
"Arte,Food & beverage,Installazioni",563,45.4612081,9.1894439,2
"Arte,Food & beverage,Installazioni",563,45.4612081,9.1894439,3
"Bagno,Cucina,Moda,Food & beverage,Giochi, giocattoli,Installazioni,Party,Product Design",244,45.4711537,9.1935898,0
