squareid,timeslot,lat,lon,activity
9172401,0,45.4985416647,9.1458335035,4663
9172401,1,45.4985416647,9.1458335035,5856
9172401,2,45.4985416647,9.1458335035,6863
9172401,3,45.4985416647,9.1458335035,7317
9172402,0,45.4985416647,9.147500170299999,3237
9172402,1,45.4985416647,9.147500170299999,3748
9172402,2,45.4985416647,9.147500170299999,4311
9172402,3,45.4985416647,9.147500170299999,4784
9172403,0,45.4985416647,9.149166837100001,6403
9172403,1,45.4985416647,9.149166837100001,8124
9172403,2,45.4985416647,9.149166837100001,9491
9172403,3,45.4985416647,9.149166837100001,10251
9172404,0,45.4985416647,9.1508335039,6043
9172404,1,45.4985416647,9.1508335039,8383
9172404,2,45.4985416647,9.1508335039,9940
9172404,3,45.4985416647,9.1508335039,10403
9172405,0,45.4985416647,9.1525001707,3581
9172405,1,45.4985416647,9.1525001707,5492
9172405,2,45.4985416647,9.1525001707,6810
9172405,3,45.4985416647,9.1525001707,6240
9172406,0,45.4985416647,9.1541668375,686
9172406,1,45.4985416647,9.1541668375,1178
9172406,2,45.4985416647,9.1541668375,1494
9172406,3,45.4985416647,9.1541668375,1320
9172407,0,45.4985416647,9.1558335043,524
9172407,1,45.4985416647,9.1558335043,982
9172407,2,45.4985416647,9.1558335043,1254
9172407,3,45.4985416647,9.1558335043,1071
9172408,0,45.4985416647,9.1575001711,1295
9172408,1,45.4985416647,9.1575001711,3563
9172408,2,45.4985416647,9.1575001711,3886
9172408,3,45.4985416647,9.1575001711,3276
9172409,0,45.4985416647,9.159166837899999,1059
9172409,1,45.4985416647,9.159166837899999,3361
9172409,2,45.4985416647,9.159166837899999,3264
9172409,3,45.4985416647,9.159166837899999,2906
9172410,0,45.4985416647,9.160833504700001,1268
9172410,1,45.4985416647,9.160833504700001,2160
9172410,2,45.4985416647,9.160833504700001,2533
9172410,3,45.4985416647,9.160833504700001,2261
9172411,0,45.4985416647,9.1625001715,3245
9172411,1,45.4985416647,9.1625001715,5845
9172411,2,45.4985416647,9.1625001715,7044
9172411,3,45.4985416647,9.1625001715,5808
9172412,0,45.4985416647,9.1641668383,2221
9172412,1,45.4985416647,9.1641668383,3830
9172412,2,45.4985416647,9.1641668383,4703
9172412,3,45.4985416647,9.1641668383,3898
9172413,0,45.4985416647,9.1658335051,1844
9172413,1,45.4985416647,9.1658335051,3352
9172413,2,45.4985416647,9.1658335051,4209
9172413,3,45.4985416647,9.1658335051,3368
9172414,0,45.4985416647,9.1675001719,3012
9172414,1,45.4985416647,9.1675001719,5064
9172414,2,45.4985416647,9.1675001719,6252
9172414,3,45.4985416647,9.1675001719,5177
9172415,0,45.4985416647,9.1691668387,2994
9172415,1,45.4985416647,9.1691668387,5331
9172415,2,45.4985416647,9.1691668387,6641
9172415,3,45.4985416647,9.1691668387,5038
9172416,0,45.4985416647,9.1708335055,1535
9172416,1,45.4985416647,9.1708335055,2461
9172416,2,45.4985416647,9.1708335055,2882
9172416,3,45.4985416647,9.1708335055,2422
9172417,0,45.4985416647,9.1725001723,2080
9172417,1,45.4985416647,9.1725001723,3385
9172417,2,45.4985416647,9.1725001723,4004
9172417,3,45.4985416647,9.1725001723,3407
9172418,0,45.4985416647,9.1741668391,1630
9172418,1,45.4985416647,9.1741668391,2713
9172418,2,45.4985416647,9.1741668391,3250
9172418,3,45.4985416647,9.1741668391,2781
9172419,0,45.4985416647,9.1758335059,1058
9172419,1,45.4985416647,9.1758335059,1770
9172419,2,45.4985416647,9.1758335059,2128
9172419,3,45.4985416647,9.1758335059,1811
9172420,0,45.4985416647,9.1775001727,1633
9172420,1,45.4985416647,9.1775001727,3137
9172420,2,45.4985416647,9.1775001727,3905
9172420,3,45.4985416647,9.1775001727,3371
9172421,0,45.4985416647,9.1791668395,3230
9172421,1,45.4985416647,9.1791668395,6502
9172421,2,45.4985416647,9.1791668395,8207
9172421,3,45.4985416647,9.1791668395,6825
9172422,0,45.4985416647,9.1808335063,6022
9172422,1,45.4985416647,9.1808335063,12661
9172422,2,45.4985416647,9.1808335063,16250
9172422,3,45.4985416647,9.1808335063,12778
9172423,0,45.4985416647,9.1825001731,12475
9172423,1,45.4985416647,9.1825001731,38298
9172423,2,45.4985416647,9.1825001731,45129
9172423,3,45.4985416647,9.1825001731,34737
9172424,0,45.4985416647,9.1841668399,18247
9172424,1,45.4985416647,9.1841668399,87306
9172424,2,45.4985416647,9.1841668399,89407
9172424,3,45.4985416647,9.1841668399,75427
9172425,0,45.4985416647,9.1858335067,10643
9172425,1,45.4985416647,9.1858335067,51876
9172425,2,45.4985416647,9.1858335067,51868
9172425,3,45.4985416647,9.1858335067,44521
9172426,0,45.4985416647,9.1875001735,6148
9172426,1,45.4985416647,9.1875001735,30566
9172426,2,45.4985416647,9.1875001735,30377
9172426,3,45.4985416647,9.1875001735,26076
9172427,0,45.4985416647,9.1891668403,2340
9172427,1,45.4985416647,9.1891668403,4444
9172427,2,45.4985416647,9.1891668403,5241
9172427,3,45.4985416647,9.1891668403,4485
9172428,0,45.4985416647,9.1908335071,5502
9172428,1,45.4985416647,9.1908335071,9907
9172428,2,45.4985416647,9.1908335071,11412
9172428,3,45.4985416647,9.1908335071,10252
9172429,0,45.4985416647,9.1925001739,6115
9172429,1,45.4985416647,9.1925001739,10928
9172429,2,45.4985416647,9.1925001739,12711
9172429,3,45.4985416647,9.1925001739,11643
9172430,0,45.4985416647,9.194166840700001,4486
9172430,1,45.4985416647,9.194166840700001,7548
9172430,2,45.4985416647,9.194166840700001,8760
9172430,3,45.4985416647,9.194166840700001,8330
9172431,0,45.4985416647,9.1958335075,5452
9172431,1,45.4985416647,9.1958335075,9374
9172431,2,45.4985416647,9.1958335075,10993
9172431,3,45.4985416647,9.1958335075,10517
9172432,0,45.4985416647,9.1975001743,5591
9172432,1,45.4985416647,9.1975001743,10098
9172432,2,45.4985416647,9.1975001743,11431
9172432,3,45.4985416647,9.1975001743,10989
9172433,0,45.4985416647,9.1991668411,2097
9172433,1,45.4985416647,9.1991668411,3784
9172433,2,45.4985416647,9.1991668411,4155
9172433,3,45.4985416647,9.1991668411,3933
9172434,0,45.4985416647,9.200833507899999,3296
9172434,1,45.4985416647,9.200833507899999,5394
9172434,2,45.4985416647,9.200833507899999,5829
9172434,3,45.4985416647,9.200833507899999,6021
9172435,0,45.4985416647,9.2025001747,3560
9172435,1,45.4985416647,9.2025001747,5856
9172435,2,45.4985416647,9.2025001747,6338
9172435,3,45.4985416647,9.2025001747,6533
9172436,0,45.4985416647,9.2041668415,2935
9172436,1,45.4985416647,9.2041668415,4967
9172436,2,45.4985416647,9.2041668415,5532
9172436,3,45.4985416647,9.2041668415,5513
9172437,0,45.4985416647,9.2058335083,2621
9172437,1,45.4985416647,9.2058335083,4491
9172437,2,45.4985416647,9.2058335083,5126
9172437,3,45.4985416647,9.2058335083,4959
9172438,0,45.4985416647,9.2075001751,2777
9172438,1,45.4985416647,9.2075001751,4665
9172438,2,45.4985416647,9.2075001751,5243
9172438,3,45.4985416647,9.2075001751,5109
9172439,0,45.4985416647,9.2091668419,1459
9172439,1,45.4985416647,9.2091668419,2488
9172439,2,45.4985416647,9.2091668419,2833
9172439,3,45.4985416647,9.2091668419,2607
9172440,0,45.4985416647,9.2108335087,1538
9172440,1,45.4985416647,9.2108335087,2581
9172440,2,45.4985416647,9.2108335087,2937
9172440,3,45.4985416647,9.2108335087,2735
9172441,0,45.4985416647,9.212500175499999,1285
9172441,1,45.4985416647,9.212500175499999,2175
9172441,2,45.4985416647,9.212500175499999,2482
9172441,3,45.4985416647,9.212500175499999,2370
9172442,0,45.4985416647,9.214166842300001,3573
9172442,1,45.4985416647,9.214166842300001,6005
9172442,2,45.4985416647,9.214166842300001,6744
9172442,3,45.4985416647,9.214166842300001,6871
9172443,0,45.4985416647,9.2158335091,3187
9172443,1,45.4985416647,9.2158335091,5437
9172443,2,45.4985416647,9.2158335091,6335
9172443,3,45.4985416647,9.2158335091,6431
9172444,0,45.4985416647,9.2175001759,3880
9172444,1,45.4985416647,9.2175001759,6824
9172444,2,45.4985416647,9.2175001759,8168
9172444,3,45.4985416647,9.2175001759,8117
9172445,0,45.4985416647,9.2191668427,5178
9172445,1,45.4985416647,9.2191668427,8996
9172445,2,45.4985416647,9.2191668427,10884
9172445,3,45.4985416647,9.2191668427,10489
9172446,0,45.4985416647,9.2208335095,3882
9172446,1,45.4985416647,9.2208335095,6718
9172446,2,45.4985416647,9.2208335095,8239
9172446,3,45.4985416647,9.2208335095,7781
9172447,0,45.4985416647,9.2225001763,2658
9172447,1,45.4985416647,9.2225001763,4365
9172447,2,45.4985416647,9.2225001763,5586
9172447,3,45.4985416647,9.2225001763,5102
9172448,0,45.4985416647,9.224166843099999,2620
9172448,1,45.4985416647,9.224166843099999,4163
9172448,2,45.4985416647,9.224166843099999,5295
9172448,3,45.4985416647,9.224166843099999,4868
9172449,0,45.4985416647,9.2258335099,4817
9172449,1,45.4985416647,9.2258335099,7470
9172449,2,45.4985416647,9.2258335099,9389
9172449,3,45.4985416647,9.2258335099,8715
9172450,0,45.4985416647,9.2275001767,5180
9172450,1,45.4985416647,9.2275001767,8615
9172450,2,45.4985416647,9.2275001767,10781
9172450,3,45.4985416647,9.2275001767,9267
9172451,0,45.4985416647,9.2291668435,4539
9172451,1,45.4985416647,9.2291668435,8270
9172451,2,45.4985416647,9.2291668435,10174
9172451,3,45.4985416647,9.2291668435,8069
9172452,0,45.4985416647,9.2308335103,6385
9172452,1,45.4985416647,9.2308335103,12162
9172452,2,45.4985416647,9.2308335103,15224
9172452,3,45.4985416647,9.2308335103,11506
9172453,0,45.4985416647,9.2325001771,5295
9172453,1,45.4985416647,9.2325001771,10563
9172453,2,45.4985416647,9.2325001771,13788
9172453,3,45.4985416647,9.2325001771,10317
9172454,0,45.4985416647,9.2341668439,5259
9172454,1,45.4985416647,9.2341668439,10564
9172454,2,45.4985416647,9.2341668439,13884
9172454,3,45.4985416647,9.2341668439,10710
9172455,0,45.4985416647,9.235833510700001,5785
9172455,1,45.4985416647,9.235833510700001,11268
9172455,2,45.4985416647,9.235833510700001,14510
9172455,3,45.4985416647,9.235833510700001,11818
9172456,0,45.4985416647,9.2375001775,6041
9172456,1,45.4985416647,9.2375001775,17133
9172456,2,45.4985416647,9.2375001775,18684
9172456,3,45.4985416647,9.2375001775,13553
9172457,0,45.4985416647,9.2391668443,3802
9172457,1,45.4985416647,9.2391668443,11347
9172457,2,45.4985416647,9.2391668443,12314
9172457,3,45.4985416647,9.2391668443,8682
9172458,0,45.4985416647,9.2408335111,1334
9172458,1,45.4985416647,9.2408335111,4170
9172458,2,45.4985416647,9.2408335111,4460
9172458,3,45.4985416647,9.2408335111,3115
9172459,0,45.4985416647,9.2425001779,4045
9172459,1,45.4985416647,9.2425001779,11908
9172459,2,45.4985416647,9.2425001779,12602
9172459,3,45.4985416647,9.2425001779,9247
9172460,0,45.4985416647,9.2441668447,2085
9172460,1,45.4985416647,9.2441668447,5964
9172460,2,45.4985416647,9.2441668447,6384
9172460,3,45.4985416647,9.2441668447,4808
9172461,0,45.4985416647,9.245833511499999,375
9172461,1,45.4985416647,9.245833511499999,1102
9172461,2,45.4985416647,9.245833511499999,1208
9172461,3,45.4985416647,9.245833511499999,903
9172462,0,45.4985416647,9.247500178300001,124
9172462,1,45.4985416647,9.247500178300001,404
9172462,2,45.4985416647,9.247500178300001,457
9172462,3,45.4985416647,9.247500178300001,311
9172463,0,45.4985416647,9.2491668451,103
9172463,1,45.4985416647,9.2491668451,369
9172463,2,45.4985416647,9.2491668451,406
9172463,3,45.4985416647,9.2491668451,283
9172464,0,45.4985416647,9.2508335119,282
9172464,1,45.4985416647,9.2508335119,845
9172464,2,45.4985416647,9.2508335119,980
9172464,3,45.4985416647,9.2508335119,720
9172465,0,45.4985416647,9.2525001787,150
9172465,1,45.4985416647,9.2525001787,496
9172465,2,45.4985416647,9.2525001787,648
9172465,3,45.4985416647,9.2525001787,468
9172466,0,45.4985416647,9.2541668455,165
9172466,1,45.4985416647,9.2541668455,649
9172466,2,45.4985416647,9.2541668455,842
9172466,3,45.4985416647,9.2541668455,546
9172467,0,45.4985416647,9.2558335123,1961
9172467,1,45.4985416647,9.2558335123,6076
9172467,2,45.4985416647,9.2558335123,7796
9172467,3,45.4985416647,9.2558335123,5445
9172468,0,45.4985416647,9.2575001791,443
9172468,1,45.4985416647,9.2575001791,1419
9172468,2,45.4985416647,9.2575001791,1905
9172468,3,45.4985416647,9.2575001791,1253
9172469,0,45.4985416647,9.259166845900001,230
9172469,1,45.4985416647,9.259166845900001,692
9172469,2,45.4985416647,9.259166845900001,919
9172469,3,45.4985416647,9.259166845900001,619
9179497,0,45.4972916646,9.0591668299,210
9179497,1,45.4972916646,9.0591668299,838
9179497,2,45.4972916646,9.0591668299,890
9179497,3,45.4972916646,9.0591668299,716
9179498,0,45.4972916646,9.060833496699999,172
9179498,1,45.4972916646,9.060833496699999,731
9179498,2,45.4972916646,9.060833496699999,781
9179498,3,45.4972916646,9.060833496699999,623
9179499,0,45.4972916646,9.062500163500001,0
9179499,1,45.4972916646,9.062500163500001,61
9179499,2,45.4972916646,9.062500163500001,77
9179499,3,45.4972916646,9.062500163500001,48
9179500,0,45.4972916646,9.0641668303,126
9179500,1,45.4972916646,9.0641668303,583
9179500,2,45.4972916646,9.0641668303,624
9179500,3,45.4972916646,9.0641668303,481
9179501,0,45.4972916646,9.0658334971,448
9179501,1,45.4972916646,9.0658334971,1829
9179501,2,45.4972916646,9.0658334971,1964
9179501,3,45.4972916646,9.0658334971,1543
9179502,0,45.4972916646,9.0675001639,532
9179502,1,45.4972916646,9.0675001639,2198
9179502,2,45.4972916646,9.0675001639,2366
9179502,3,45.4972916646,9.0675001639,1833
9179503,0,45.4972916646,9.0691668307,163
9179503,1,45.4972916646,9.0691668307,891
9179503,2,45.4972916646,9.0691668307,997
9179503,3,45.4972916646,9.0691668307,646
9179504,0,45.4972916646,9.0708334975,86
9179504,1,45.4972916646,9.0708334975,553
9179504,2,45.4972916646,9.0708334975,624
9179504,3,45.4972916646,9.0708334975,397
9179505,0,45.4972916646,9.0725001643,86
9179505,1,45.4972916646,9.0725001643,553
9179505,2,45.4972916646,9.0725001643,622
9179505,3,45.4972916646,9.0725001643,395
9179506,0,45.4972916646,9.0741668311,105
9179506,1,45.4972916646,9.0741668311,581
9179506,2,45.4972916646,9.0741668311,661
9179506,3,45.4972916646,9.0741668311,427
9179507,0,45.4972916646,9.0758334979,115
9179507,1,45.4972916646,9.0758334979,582
9179507,2,45.4972916646,9.0758334979,665
9179507,3,45.4972916646,9.0758334979,411
9179508,0,45.4972916646,9.0775001647,111
9179508,1,45.4972916646,9.0775001647,556
9179508,2,45.4972916646,9.0775001647,638
9179508,3,45.4972916646,9.0775001647,382
9179510,0,45.4972916646,9.0808334983,7
9179510,1,45.4972916646,9.0808334983,58
9179510,2,45.4972916646,9.0808334983,82
9179510,3,45.4972916646,9.0808334983,41
9179511,0,45.4972916646,9.082500165099999,9
9179511,1,45.4972916646,9.082500165099999,60
9179511,2,45.4972916646,9.082500165099999,91
9179511,3,45.4972916646,9.082500165099999,54
9179512,0,45.4972916646,9.084166831900001,50
9179512,1,45.4972916646,9.084166831900001,117
9179512,2,45.4972916646,9.084166831900001,147
9179512,3,45.4972916646,9.084166831900001,114
9179513,0,45.4972916646,9.0858334987,128
9179513,1,45.4972916646,9.0858334987,254
9179513,2,45.4972916646,9.0858334987,322
9179513,3,45.4972916646,9.0858334987,258
9179514,0,45.4972916646,9.0875001655,289
9179514,1,45.4972916646,9.0875001655,477
9179514,2,45.4972916646,9.0875001655,585
9179514,3,45.4972916646,9.0875001655,523
9179515,0,45.4972916646,9.0891668323,163
9179515,1,45.4972916646,9.0891668323,289
9179515,2,45.4972916646,9.0891668323,352
9179515,3,45.4972916646,9.0891668323,305
9179516,0,45.4972916646,9.0908334991,94
9179516,1,45.4972916646,9.0908334991,164
9179516,2,45.4972916646,9.0908334991,214
9179516,3,45.4972916646,9.0908334991,191
9179517,0,45.4972916646,9.0925001659,91
9179517,1,45.4972916646,9.0925001659,152
9179517,2,45.4972916646,9.0925001659,196
9179517,3,45.4972916646,9.0925001659,178
9179518,0,45.4972916646,9.0941668327,92
9179518,1,45.4972916646,9.0941668327,151
9179518,2,45.4972916646,9.0941668327,193
9179518,3,45.4972916646,9.0941668327,179
9179519,0,45.4972916646,9.095833499500001,96
9179519,1,45.4972916646,9.095833499500001,159
9179519,2,45.4972916646,9.095833499500001,212
9179519,3,45.4972916646,9.095833499500001,191
9179520,0,45.4972916646,9.0975001663,87
9179520,1,45.4972916646,9.0975001663,154
9179520,2,45.4972916646,9.0975001663,205
9179520,3,45.4972916646,9.0975001663,176
9179521,0,45.4972916646,9.0991668331,55
9179521,1,45.4972916646,9.0991668331,103
9179521,2,45.4972916646,9.0991668331,140
9179521,3,45.4972916646,9.0991668331,130
9179522,0,45.4972916646,9.1008334999,845
9179522,1,45.4972916646,9.1008334999,1092
9179522,2,45.4972916646,9.1008334999,1311
9179522,3,45.4972916646,9.1008334999,1387
9179523,0,45.4972916646,9.102500166699999,504
9179523,1,45.4972916646,9.102500166699999,680
9179523,2,45.4972916646,9.102500166699999,831
9179523,3,45.4972916646,9.102500166699999,846
9179524,0,45.4972916646,9.1041668335,647
9179524,1,45.4972916646,9.1041668335,1004
9179524,2,45.4972916646,9.1041668335,1198
9179524,3,45.4972916646,9.1041668335,1129
9179525,0,45.4972916646,9.1058335003,920
9179525,1,45.4972916646,9.1058335003,1569
9179525,2,45.4972916646,9.1058335003,1878
9179525,3,45.4972916646,9.1058335003,1660
9179526,0,45.4972916646,9.1075001671,71
9179526,1,45.4972916646,9.1075001671,139
9179526,2,45.4972916646,9.1075001671,162
9179526,3,45.4972916646,9.1075001671,136
9179527,0,45.4972916646,9.1091668339,414
9179527,1,45.4972916646,9.1091668339,712
9179527,2,45.4972916646,9.1091668339,818
9179527,3,45.4972916646,9.1091668339,741
9179528,0,45.4972916646,9.1108335007,470
9179528,1,45.4972916646,9.1108335007,837
9179528,2,45.4972916646,9.1108335007,946
9179528,3,45.4972916646,9.1108335007,825
9179529,0,45.4972916646,9.1125001675,2811
9179529,1,45.4972916646,9.1125001675,4831
9179529,2,45.4972916646,9.1125001675,5739
9179529,3,45.4972916646,9.1125001675,4976
9179530,0,45.4972916646,9.114166834299999,1345
9179530,1,45.4972916646,9.114166834299999,2551
9179530,2,45.4972916646,9.114166834299999,2951
9179530,3,45.4972916646,9.114166834299999,2428
9179531,0,45.4972916646,9.115833501100001,431
9179531,1,45.4972916646,9.115833501100001,973
9179531,2,45.4972916646,9.115833501100001,1115
9179531,3,45.4972916646,9.115833501100001,833
9179532,0,45.4972916646,9.1175001679,450
9179532,1,45.4972916646,9.1175001679,1035
9179532,2,45.4972916646,9.1175001679,1172
9179532,3,45.4972916646,9.1175001679,862
9179533,0,45.4972916646,9.1191668347,432
9179533,1,45.4972916646,9.1191668347,988
9179533,2,45.4972916646,9.1191668347,1108
9179533,3,45.4972916646,9.1191668347,809
9179534,0,45.4972916646,9.1208335015,441
9179534,1,45.4972916646,9.1208335015,1092
9179534,2,45.4972916646,9.1208335015,1235
9179534,3,45.4972916646,9.1208335015,872
9179535,0,45.4972916646,9.1225001683,469
9179535,1,45.4972916646,9.1225001683,1199
9179535,2,45.4972916646,9.1225001683,1370
9179535,3,45.4972916646,9.1225001683,956
9179536,0,45.4972916646,9.1241668351,779
9179536,1,45.4972916646,9.1241668351,1921
9179536,2,45.4972916646,9.1241668351,2195
9179536,3,45.4972916646,9.1241668351,1556
9179537,0,45.4972916646,9.1258335019,575
9179537,1,45.4972916646,9.1258335019,1613
9179537,2,45.4972916646,9.1258335019,2088
9179537,3,45.4972916646,9.1258335019,1295
9179538,0,45.4972916646,9.1275001687,785
9179538,1,45.4972916646,9.1275001687,2293
9179538,2,45.4972916646,9.1275001687,2994
9179538,3,45.4972916646,9.1275001687,1808
9179539,0,45.4972916646,9.1291668355,940
9179539,1,45.4972916646,9.1291668355,2745
9179539,2,45.4972916646,9.1291668355,3548
9179539,3,45.4972916646,9.1291668355,2089
9179540,0,45.4972916646,9.1308335023,538
9179540,1,45.4972916646,9.1308335023,1440
9179540,2,45.4972916646,9.1308335023,1855
9179540,3,45.4972916646,9.1308335023,1149
9179541,0,45.4972916646,9.1325001691,873
9179541,1,45.4972916646,9.1325001691,2129
9179541,2,45.4972916646,9.1325001691,2720
9179541,3,45.4972916646,9.1325001691,1788
9179542,0,45.4972916646,9.1341668359,868
9179542,1,45.4972916646,9.1341668359,1791
9179542,2,45.4972916646,9.1341668359,2264
9179542,3,45.4972916646,9.1341668359,1673
9179543,0,45.4972916646,9.1358335027,1268
9179543,1,45.4972916646,9.1358335027,1830
9179543,2,45.4972916646,9.1358335027,2208
9179543,3,45.4972916646,9.1358335027,2139
9179544,0,45.4972916646,9.1375001695,1950
9179544,1,45.4972916646,9.1375001695,2691
9179544,2,45.4972916646,9.1375001695,3244
9179544,3,45.4972916646,9.1375001695,3250
9179545,0,45.4972916646,9.1391668363,2028
9179545,1,45.4972916646,9.1391668363,2877
9179545,2,45.4972916646,9.1391668363,3506
9179545,3,45.4972916646,9.1391668363,3284
9179546,0,45.4972916646,9.1408335031,1930
9179546,1,45.4972916646,9.1408335031,2620
9179546,2,45.4972916646,9.1408335031,3168
9179546,3,45.4972916646,9.1408335031,3057
9179547,0,45.4972916646,9.1425001699,2561
9179547,1,45.4972916646,9.1425001699,3591
9179547,2,45.4972916646,9.1425001699,4245
9179547,3,45.4972916646,9.1425001699,4191
9179548,0,45.4972916646,9.1441668367,5776
9179548,1,45.4972916646,9.1441668367,7635
9179548,2,45.4972916646,9.1441668367,8927
9179548,3,45.4972916646,9.1441668367,9605
9179549,0,45.4972916646,9.1458335035,6822
9179549,1,45.4972916646,9.1458335035,8682
9179549,2,45.4972916646,9.1458335035,10079
9179549,3,45.4972916646,9.1458335035,10984
9179550,0,45.4972916646,9.147500170299999,8514
9179550,1,45.4972916646,9.147500170299999,10244
9179550,2,45.4972916646,9.147500170299999,11790
9179550,3,45.4972916646,9.147500170299999,13231
9179551,0,45.4972916646,9.149166837100001,4097
9179551,1,45.4972916646,9.149166837100001,5601
9179551,2,45.4972916646,9.149166837100001,6641
9179551,3,45.4972916646,9.149166837100001,7001
9179552,0,45.4972916646,9.1508335039,3717
9179552,1,45.4972916646,9.1508335039,5180
9179552,2,45.4972916646,9.1508335039,6135
9179552,3,45.4972916646,9.1508335039,6426
9179553,0,45.4972916646,9.1525001707,4953
9179553,1,45.4972916646,9.1525001707,7886
9179553,2,45.4972916646,9.1525001707,9789
9179553,3,45.4972916646,9.1525001707,8965
9179554,0,45.4972916646,9.1541668375,3452
9179554,1,45.4972916646,9.1541668375,6033
9179554,2,45.4972916646,9.1541668375,7642
9179554,3,45.4972916646,9.1541668375,6710
9179555,0,45.4972916646,9.1558335043,1997
9179555,1,45.4972916646,9.1558335043,3553
9179555,2,45.4972916646,9.1558335043,4531
9179555,3,45.4972916646,9.1558335043,3918
9179556,0,45.4972916646,9.1575001711,846
9179556,1,45.4972916646,9.1575001711,1872
9179556,2,45.4972916646,9.1575001711,2326
9179556,3,45.4972916646,9.1575001711,1965
9179557,0,45.4972916646,9.159166837899999,1080
9179557,1,45.4972916646,9.159166837899999,2079
9179557,2,45.4972916646,9.159166837899999,2583
9179557,3,45.4972916646,9.159166837899999,2357
9179558,0,45.4972916646,9.160833504700001,1209
9179558,1,45.4972916646,9.160833504700001,2316
9179558,2,45.4972916646,9.160833504700001,2953
9179558,3,45.4972916646,9.160833504700001,2501
9179559,0,45.4972916646,9.1625001715,1518
9179559,1,45.4972916646,9.1625001715,3078
9179559,2,45.4972916646,9.1625001715,3973
9179559,3,45.4972916646,9.1625001715,2975
9179560,0,45.4972916646,9.1641668383,2985
9179560,1,45.4972916646,9.1641668383,6380
9179560,2,45.4972916646,9.1641668383,8337
9179560,3,45.4972916646,9.1641668383,6060
9179561,0,45.4972916646,9.1658335051,3762
9179561,1,45.4972916646,9.1658335051,7893
9179561,2,45.4972916646,9.1658335051,10365
9179561,3,45.4972916646,9.1658335051,7375
9179562,0,45.4972916646,9.1675001719,6774
9179562,1,45.4972916646,9.1675001719,14541
9179562,2,45.4972916646,9.1675001719,19209
9179562,3,45.4972916646,9.1675001719,12742
9179563,0,45.4972916646,9.1691668387,4126
9179563,1,45.4972916646,9.1691668387,8275
9179563,2,45.4972916646,9.1691668387,10735
9179563,3,45.4972916646,9.1691668387,7301
9179564,0,45.4972916646,9.1708335055,2512
9179564,1,45.4972916646,9.1708335055,4860
9179564,2,45.4972916646,9.1708335055,6185
9179564,3,45.4972916646,9.1708335055,4375
9179565,0,45.4972916646,9.1725001723,2275
9179565,1,45.4972916646,9.1725001723,3686
9179565,2,45.4972916646,9.1725001723,4342
9179565,3,45.4972916646,9.1725001723,3653
9179566,0,45.4972916646,9.1741668391,2154
9179566,1,45.4972916646,9.1741668391,3483
9179566,2,45.4972916646,9.1741668391,4162
9179566,3,45.4972916646,9.1741668391,3533
9179567,0,45.4972916646,9.1758335059,2579
9179567,1,45.4972916646,9.1758335059,4663
9179567,2,45.4972916646,9.1758335059,5800
9179567,3,45.4972916646,9.1758335059,4891
9179568,0,45.4972916646,9.1775001727,2927
9179568,1,45.4972916646,9.1775001727,5917
9179568,2,45.4972916646,9.1775001727,7510
9179568,3,45.4972916646,9.1775001727,6277
9179569,0,45.4972916646,9.1791668395,4400
9179569,1,45.4972916646,9.1791668395,8958
9179569,2,45.4972916646,9.1791668395,11377
9179569,3,45.4972916646,9.1791668395,9483
9179570,0,45.4972916646,9.1808335063,7396
9179570,1,45.4972916646,9.1808335063,14922
9179570,2,45.4972916646,9.1808335063,19220
9179570,3,45.4972916646,9.1808335063,15881
9179571,0,45.4972916646,9.1825001731,11193
9179571,1,45.4972916646,9.1825001731,32520
9179571,2,45.4972916646,9.1825001731,40449
9179571,3,45.4972916646,9.1825001731,30613
9179572,0,45.4972916646,9.1841668399,14524
9179572,1,45.4972916646,9.1841668399,67542
9179572,2,45.4972916646,9.1841668399,71375
9179572,3,45.4972916646,9.1841668399,59152
9179573,0,45.4972916646,9.1858335067,21792
9179573,1,45.4972916646,9.1858335067,139577
9179573,2,45.4972916646,9.1858335067,161463
9179573,3,45.4972916646,9.1858335067,138693
9179574,0,45.4972916646,9.1875001735,13534
9179574,1,45.4972916646,9.1875001735,69027
9179574,2,45.4972916646,9.1875001735,68662
9179574,3,45.4972916646,9.1875001735,58047
9179575,0,45.4972916646,9.1891668403,3894
9179575,1,45.4972916646,9.1891668403,8078
9179575,2,45.4972916646,9.1891668403,9842
9179575,3,45.4972916646,9.1891668403,7712
9179576,0,45.4972916646,9.1908335071,4746
9179576,1,45.4972916646,9.1908335071,9523
9179576,2,45.4972916646,9.1908335071,11574
9179576,3,45.4972916646,9.1908335071,9440
9179577,0,45.4972916646,9.1925001739,3839
9179577,1,45.4972916646,9.1925001739,7384
9179577,2,45.4972916646,9.1925001739,8648
9179577,3,45.4972916646,9.1925001739,7471
9179578,0,45.4972916646,9.194166840700001,3175
9179578,1,45.4972916646,9.194166840700001,5991
9179578,2,45.4972916646,9.194166840700001,7042
9179578,3,45.4972916646,9.194166840700001,6345
9179579,0,45.4972916646,9.1958335075,4497
9179579,1,45.4972916646,9.1958335075,7776
9179579,2,45.4972916646,9.1958335075,9117
9179579,3,45.4972916646,9.1958335075,8582
9179580,0,45.4972916646,9.1975001743,3170
9179580,1,45.4972916646,9.1975001743,5711
9179580,2,45.4972916646,9.1975001743,6528
9179580,3,45.4972916646,9.1975001743,6222
9179581,0,45.4972916646,9.1991668411,2853
9179581,1,45.4972916646,9.1991668411,5100
